DateTime,Temperature,Humidity,Wind Speed,general diffuse flows,diffuse flows,Zone 1 Power Consumption,Zone 2  Power Consumption,Zone 3  Power Consumption
2017-11-26,15.81,63.25,3.97,125.3,19.95,28298.03,21437.14,11303.05
2017-11-27,13.05,79.36,0.58,121.51,27.52,29000.47,24256.92,11621.0
2017-11-28,16.71,70.99,4.17,119.18,22.8,29775.6,24475.31,11602.17
2017-11-29,16.91,66.29,3.39,107.11,28.05,30450.77,24934.97,11540.44
2017-11-30,14.04,76.02,0.07,119.25,28.35,29805.73,24924.35,10722.49
2017-12-01,17.14,68.54,0.08,113.94,36.53,26995.9,21047.64,10530.61
2017-12-02,16.13,63.79,0.08,83.21,40.53,27669.37,21498.44,10936.53
2017-12-03,14.08,70.36,1.25,77.16,37.14,27016.6,21116.19,11059.58
2017-12-04,13.89,71.67,2.05,95.57,39.31,29151.63,23862.33,10956.46
2017-12-05,12.01,70.06,0.72,121.77,37.62,29394.89,24108.49,11119.69
2017-12-06,10.47,66.34,0.77,120.58,24.51,29318.46,24217.93,11248.38
2017-12-07,9.85,73.57,0.21,122.64,26.9,29148.25,24631.79,11041.58
2017-12-08,12.43,61.93,0.08,124.03,31.51,28952.09,24373.3,11207.84
2017-12-09,10.77,74.61,0.08,106.17,29.33,29243.01,24124.78,11336.17
2017-12-10,10.56,77.76,0.08,92.21,53.98,27869.75,22083.33,11183.83
2017-12-11,11.02,80.71,0.08,111.54,32.73,30070.0,24005.83,11887.76
2017-12-12,18.23,47.38,0.08,111.18,43.96,29577.57,24001.05,10759.9
2017-12-13,13.45,56.13,0.08,39.5,30.49,29584.2,23855.68,10866.71
2017-12-14,12.91,67.63,0.08,45.9,36.86,29721.72,24472.54,10833.85
2017-12-15,15.27,65.95,0.08,47.96,45.08,29391.17,24005.06,10767.03
2017-12-16,14.25,74.94,0.08,117.28,19.47,28762.53,22871.02,10703.12
2017-12-17,13.3,75.94,0.6,118.12,19.25,27212.59,21915.06,10669.79
2017-12-18,12.45,84.36,0.08,112.88,27.92,29621.67,24280.56,10582.23
2017-12-19,13.22,82.36,0.08,117.77,28.59,29655.22,24515.5,10780.27
2017-12-20,15.85,71.81,0.07,90.94,44.26,29736.46,24401.15,10848.62
2017-12-21,16.25,68.78,0.08,50.04,46.62,29631.52,24075.51,10666.91
2017-12-22,15.33,72.56,0.07,92.75,32.91,28978.37,23906.9,10899.76
2017-12-23,12.03,80.91,0.08,76.5,38.71,28971.1,23753.55,11316.89
2017-12-24,11.74,81.01,0.08,111.05,27.92,27467.3,21547.94,11164.99
2017-12-25,10.62,76.29,0.08,115.66,24.05,29980.95,24562.16,11182.59
2017-12-26,11.62,69.07,0.08,106.84,50.76,30013.48,24757.01,11395.68
2017-12-27,15.23,59.45,0.08,95.89,41.71,29966.96,25057.48,11498.28
2017-12-28,13.66,62.84,0.08,112.62,30.21,30267.0,24585.25,11167.03
2017-12-29,12.99,49.08,0.08,122.22,23.97,29209.63,24610.82,11171.27
2017-12-30,11.69,51.36,0.08,123.81,24.04,28145.67,24211.29,11560.82
